Menschen,87
gewonnen,69
Mannschaft,62
Geld,54
Stadt,51
mehr,50
Partei,45
Land,45
Dortmund,45
Politiker,43
Spiel,41
bekommen,41
Jahr,40
viele,38
Bayern,36
Preis,34
München,34
Verein,33
deutsche,33
Film,32
zusammen,32
