word,word,sig
nicht überholen,überholen,45.63
Kuhn,Klavier,45.63
Walter,Ottmar Walter,45.63
Republik,Palast,45.63
Ottmar Walter,Walter,45.63
Andrea Nahles,Arbeits-Ministerin,45.63
Arbeits-Ministerin,Andrea,45.63
überholen,Team-Chef,45.63
kleines Stück,Stück,45.63
Nibelungen,Ring,45.63
Republik,Zentral-Afrikanischen,45.63
Li Na,Li,45.63
Der Ring,Ring,45.63
Viktor Janukowitsch,Janukowitsch,45.63
Walter,Ottmar,45.63
Republik,Palast der Republik,45.63
Julia Timoschenko,Julia,45.63
Klavier,Paul Kuhn,45.63
Ring des Nibelungen,Ring,45.63
Paul Kuhn,Klavier,45.63
Li,Na,45.63
Arbeits-Ministerin,Andrea Nahles,45.63
Na,Li,45.63
nach dem,Wir,45.62
Wir,nach dem,45.62
der,Bundestags-Wahl,45.55
Bundestags-Wahl,der,45.55
Welt-Meister,geworden,45.54
geworden,Welt-Meister,45.54
27.,Am,45.53
Am,27.,45.53
aller,Hälfte,45.51
Hälfte,aller,45.51
sagte,mich,45.49
mich,sagte,45.49
sich,einigen,45.44
Spiel,endete,45.44
endete,Spiel,45.44
einigen,sich,45.44
geschafft,vor ihm,45.43
vor ihm,geschafft,45.43
“,Lied,45.43
Lied,“,45.43
vergeben,Los,45.37
vergeben,Los Angeles,45.37
Los,vergeben,45.37
Angeles,vergeben,45.37
vergeben,Angeles,45.37
Los Angeles,vergeben,45.37
Verein,FC,45.36
FC,Verein,45.36
gegangen,auf die Straße,45.34
ungerecht,finden,45.34
auf die Straße,gegangen,45.34
finden,ungerecht,45.34
Als,ausgezeichnet,45.33
ausgezeichnet,Als,45.33
lesen,rechnen,45.32
rechnen,lesen,45.32
so wenig,wenig,45.29
wenig,so wenig,45.29
statt,jedes,45.27
jedes,statt,45.27
heiraten,dürfen,45.26
dürfen,heiraten,45.26
gegen,protestieren gegen,45.24
protestieren gegen,gegen,45.24
Dann,sie,45.22
sie,Dann,45.22
Lewandowski,Dortmund,45.2
Dortmund,Lewandowski,45.2
:,Das,45.19
Das,:,45.19
gegangen,sind,45.17
sind,gegangen,45.17
ein,großer,45.14
großer,ein,45.14
Rechte,dieselben,45.11
dieselben,Rechte,45.11
dieselben Rechte,Rechte,45.11
Rechte,dieselben Rechte,45.11
Gießen,Steinmeier,45.1
Steinmeier,Gießen,45.1
hat,den,45.09
den,hat,45.09
Prozess,begonnen,45.07
begonnen,Prozess,45.07
einen,wichtigen,45.02
wichtigen,einen,45.02
Eishockey-Meister,Eisbären Berlin,44.98
Champions,Borussia Dortmund,44.98
Borussia Dortmund,Champions,44.98
Nigeria,Shell,44.98
Shell,Nigeria,44.98
Eisbären Berlin,Eishockey-Meister,44.98
wirklich,ob,44.91
ob,wirklich,44.91
ins,Halb-Finale,44.84
Halb-Finale,ins,44.84
einer,Bank,44.83
Bank,einer,44.83
Armstrong,Dopingmittel,44.81
Finanz-Amt,erzählt,44.81
erzählt,Finanz-Amt,44.81
Dopingmittel,Armstrong,44.81
”,Shokalskiy,44.79
Shokalskiy,”,44.79
gehörte,zur,44.77
Stuhl,erfunden,44.77
erfunden,Stuhl,44.77
schossen,Müller,44.77
zur,gehörte,44.77
Müller,schossen,44.77
P.,Sarah,44.75
kurz,kurz vor,44.75
Thomas de Maizière,Maizière,44.75
dem,geht,44.75
17.,17. Februar,44.75
Maizière,Thomas de Maizière,44.75
behandelt,behandelt werden,44.75
Sarah,P.,44.75
17. Februar,17.,44.75
Team-Chef,Kollegen,44.75
geht,dem,44.75
behandelt werden,behandelt,44.75
Kollegen,Team-Chef,44.75
Paul,Klavier,44.75
kurz vor,kurz,44.75
Klavier,Paul,44.75
Mai,Am,44.74
Am,Mai,44.74
haben,haben nicht,44.74
haben nicht,haben,44.74
neues,Gesetz,44.72
Gesetz,neues,44.72
dauern,bis,44.72
bis,dauern,44.72
Borussia Dortmund,League,44.7
League,Borussia Dortmund,44.7
19. August,Montag,44.68
Montag,19. August,44.68
Halb-Finale,Champions,44.67
Champions,Halb-Finale,44.67
Die Jury,Die,44.65
Universität,Steinmeier,44.65
Steinmeier,Universität,44.65
Die Linke,Die,44.65
Die,Die Jury,44.65
Die,Die Linke,44.65
wir,wollen wir,44.61
unter,Druck,44.61
wollen wir,wir,44.61
konnte nicht,konnte,44.61
konnte,konnte nicht,44.61
Druck,unter,44.61
wir,haben wir,44.61
haben wir,wir,44.61
2015,Jahr,44.58
Jahr,2015,44.58
sagen,nicht frei,44.57
nicht frei,sagen,44.57
ein,ein großes Fest,44.54
ein großes Fest,ein,44.54
wurde,Als,44.54
Als,wurde,44.54
1,Sebastian Vettel,44.53
Sebastian Vettel,1,44.53
In,Zeit,44.52
Zeit,In,44.52
und,die,44.51
die,und,44.51
lange,So lange,44.47
So lange,lange,44.47
Ländern,Politiker,44.45
Politiker,Ländern,44.45
Halb-Finale,League,44.44
Grünen Partei,Grünen,44.44
Grünen,Grünen Partei,44.44
League,Halb-Finale,44.44
Viele,dass,44.43
dass,Viele,44.43
werden,bestraft,44.42
bestraft,werden,44.42
gut,wie,44.38
Amazon,Internet-Firma,44.38
Handy,Geheim-Dienst,44.38
Internet-Firma,Amazon,44.38
gereist,nach,44.38
wie,gut,44.38
nach,gereist,44.38
Geheim-Dienst,Handy,44.38
Frankfurt,Stadt,44.37
Stadt,Frankfurt,44.37
es,viel,44.34
viel,es,44.34
Wochen,dauern,44.31
dauern,Wochen,44.31
in,Woche,44.3
Woche,in,44.3
vielen,Städten,44.28
Städten,vielen,44.28
zusammen,enger,44.27
enger,zusammen,44.27
Tennis-Spieler,Djokovic,44.24
Richard Wagner,Opern,44.24
Djokovic,Tennis-Spieler,44.24
Opern,Richard Wagner,44.24
die,Rechte,44.21
Rechte,die,44.21
Geburtstag,gefeiert,44.17
gefeiert,Geburtstag,44.17
gestreikt,Mitarbeiter,44.16
Mitarbeiter,gestreikt,44.16
Das neue,Das,44.15
Das,Das Fest,44.15
Das,Das neue,44.15
Das Fest,Das,44.15
gehören,Dazu gehören,44.13
Dazu gehören,gehören,44.13
darüber,gesprochen,44.11
gesprochen,darüber,44.11
Informationen,über,44.1
über,Informationen,44.1
Kinder-Lähmung,Krankheit,44.09
Krankheit,Kinder-Lähmung,44.09
zerstört,Sturm,44.08
Sturm,zerstört,44.08
Dienstag,20.,44.06
20.,Dienstag,44.06
den,von,44.05
von,den,44.05
als,besser als,44.02
besser als,als,44.02
als,als ob,44.02
als ob,als,44.02
wird,noch,44.02
noch,wird,44.02
16. März,16.,43.99
Such-Maschine,Google,43.99
The Doors,The,43.99
Schweine,tote,43.99
tote,Schweine,43.99
16.,16. März,43.99
Doors,The,43.99
26. August,26.,43.99
Fastnacht,Karneval,43.99
The,Doors,43.99
in der Schule,Schule,43.99
treffen,treffen sich,43.99
Google,Such-Maschine,43.99
treffen sich,treffen,43.99
Unternehmer,verschaffen,43.99
Pollock,Stuhl,43.99
verschaffen,Unternehmer,43.99
The,The Doors,43.99
Karneval,Fastnacht,43.99
26.,26. August,43.99
Stuhl,Pollock,43.99
Schule,in der Schule,43.99
in,letzten,43.98
letzten,in,43.98
gedauert,Jahre,43.97
Jahre,gedauert,43.97
,,müssen,43.95
müssen,,,43.95
gebaut werden,werden,43.94
verkauft werden,werden,43.94
werden,verkauft werden,43.94
werden,gebaut werden,43.94
Der,Der Preis,43.91
Der,Der Streit,43.91
Der Preis,Der,43.91
Der Streit,Der,43.91
Buch-Messe,der,43.87
der,Buch-Messe,43.87
darum,,,43.84
,,darum,43.84
schon,Mal,43.79
getötet,wurden,43.79
In,gab,43.79
wurden,getötet,43.79
gab,In,43.79
Mal,schon,43.79
gewonnen,Formel 1,43.77
Formel 1,gewonnen,43.77
in,Sotschi,43.74
Sotschi,in,43.74
haben,Nazis,43.73
Nazis,haben,43.73
haben,Polizisten,43.73
Polizisten,haben,43.73
gewonnen,4,43.7
4,gewonnen,43.7
Kirche,Papst,43.66
gibt,es gibt,43.66
Papst,Kirche,43.66
es gibt,gibt,43.66
freue,sagte,43.64
sagte,freue,43.64
viel,sehr,43.59
sehr,viel,43.59
Tabelle,Punkte,43.57
Punkte,Tabelle,43.57
Doktor-Arbeit,abgeschrieben,43.57
abgeschrieben,Doktor-Arbeit,43.57
an,erinnert,43.56
erinnert,an,43.56
Champions,Borussia,43.54
Borussia,Champions,43.54
Platz,Welt-Liste,43.54
Welt-Liste,Platz,43.54
alt,geworden,43.53
Waffen,liefern,43.53
geworden,alt,43.53
liefern,Waffen,43.53
Sebastian Vettel,Team-Kollegen,43.53
Team-Kollegen,Sebastian Vettel,43.53
Union,enger,43.52
enger,Union,43.52
Regierung,bilden,43.5
bilden,Regierung,43.5
spanische,Mannschaft,43.49
Mannschaft,spanische,43.49
Gedichte,geschrieben,43.48
geschrieben,Gedichte,43.48
muss,,,43.47
,,muss,43.47
diskutiert,darüber,43.46
darüber,diskutiert,43.46
Verein,Der,43.46
Der,Verein,43.46
:,uns,43.42
uns,:,43.42
Auto fahren,Saudi-Arabien,43.4
Jörg,Kachelmann,43.4
Saudi-Arabien,Auto fahren,43.4
Mann und Frau,Mann,43.4
Kachelmann,Jörg,43.4
Mann,Mann und Frau,43.4
erfolgreich,sehr,43.38
sehr,erfolgreich,43.38
Steuern,zu wenig,43.35
zu wenig,Steuern,43.35
viel Ärger,Ärger,43.32
23.,23. Mai,43.32
streng,streng verboten,43.32
Ärger,viel Ärger,43.32
Abkürzung für,Abkürzung,43.32
weit,zu weit,43.32
23. Mai,23.,43.32
streng verboten,streng,43.32
zu weit,weit,43.32
Abkürzung,Abkürzung für,43.32
München,FC,43.31
FC,München,43.31
dürfen,nicht frei,43.28
viel,ausgegeben,43.28
nicht frei,dürfen,43.28
ausgegeben,viel,43.28
Informationen,speichern,43.27
speichern,Informationen,43.27
League,Borussia,43.27
Borussia,League,43.27
erst mal,erst,43.26
erst,erst mal,43.26
Präsident,USA,43.24
USA,Präsident,43.24
Papst,Rom,43.23
Rom,Papst,43.23
Präsidenten,Mursi,43.18
Mursi,Präsidenten,43.18
Chemie-Waffen,Organisation,43.15
Organisation,Chemie-Waffen,43.15
,,zeigen,43.12
Mann und Frau,Frau,43.12
zeigen,,,43.12
Frau,Mann und Frau,43.12
Menschen,verletzt,43.09
nicht mehr,dass,43.09
dass,nicht mehr,43.09
verletzt,Menschen,43.09
DFB-Pokal,Finale,43.08
Letta,Renzi,43.08
Finale,DFB-Pokal,43.08
Renzi,Letta,43.08
Ende,am,43.06
am,Ende,43.06
unterschrieben,Vertrag,43.05
Vertrag,unterschrieben,43.05
anschauen,man,43.05
man,anschauen,43.05
weil,er,43.04
er,weil,43.04
sehr,viele,43.01
viele,sehr,43.01
wieder,wieder aufgebaut,43
wieder aufgebaut,wieder,43
Am,September,42.99
September,Am,42.99
ist,der,42.97
Sportler,Olympischen,42.97
Olympischen,Sportler,42.97
der,ist,42.97
Im,Im Sommer,42.94
Im Dezember,Im,42.94
Im Sommer,Im,42.94
Polizisten,Demonstranten,42.94
Demonstranten,Polizisten,42.94
Im,Im Dezember,42.94
überholen,Vettel,42.93
sagt,,,42.93
,,sagt,42.93
Vettel,überholen,42.93
Geheim-Dienst,abgehört,42.89
Präsidenten,neuen,42.89
Venezuela,Chavez,42.89
abgehört,Geheim-Dienst,42.89
Chavez,Venezuela,42.89
neuen,Präsidenten,42.89
am,September,42.88
September,am,42.88
Gericht,ein,42.86
ein,Gericht,42.86
junge,Leute,42.83
Leute,junge,42.83
in,leben,42.82
leben,in,42.82
soll,sein,42.81
das,gegen das Gesetz,42.81
sein,soll,42.81
gegen das Gesetz,das,42.81
Die Welt,Welt,42.77
“,Preis,42.77
Team-Kollegen,Sebastian,42.77
Welt,Die Welt,42.77
Sebastian,Team-Kollegen,42.77
Preis,“,42.77
war,Spiel,42.76
Spiel,war,42.76
Grimm,Brüder,42.75
Brüder,Grimm,42.75
setzen,Tribüne,42.72
Erdogan,Tayyip,42.72
Angriff,den Angriff,42.72
Brandenburg,Dietmar,42.72
nachrichtenleicht.de,Deutschlandfunk,42.72
Erdogan,Tayyip Erdogan,42.72
treten,zurück treten,42.72
7. August,7.,42.72
Die Reise,Reise,42.72
schaffen,zu schaffen,42.72
Brandenburg,Dietmar Woidke,42.72
Fußballerinnen,VfL,42.72
im ganzen Land,ganzen,42.72
Fußballerinnen,VfL Wolfsburg,42.72
Reise,Die Reise,42.72
unter Druck setzen,setzen,42.72
zurück treten,treten,42.72
den Angriff,Angriff,42.72
VfL,Fußballerinnen,42.72
ganzen,im ganzen Land,42.72
Tribüne,setzen,42.72
Dietmar,Brandenburg,42.72
zu schaffen,schaffen,42.72
Der Tunnel,Tunnel,42.72
7.,7. August,42.72
Dietmar Woidke,Brandenburg,42.72
Wolfgang,Büchner,42.72
Tayyip,Erdogan,42.72
setzen,unter Druck setzen,42.72
Tunnel,Der Tunnel,42.72
Büchner,Wolfgang,42.72
Tayyip Erdogan,Erdogan,42.72
VfL Wolfsburg,Fußballerinnen,42.72
Deutschlandfunk,nachrichtenleicht.de,42.72
anderer,kein,42.7
kein,anderer,42.7
von den Parteien,CDU,42.69
CDU,von den Parteien,42.69
worden,vergeben,42.67
vergeben,worden,42.67
dieser,in,42.64
in,dieser,42.64
ihre,Arbeit,42.6
Arbeit,ihre,42.6
Katholischen,Kirche,42.59
Kirche,Katholischen,42.59
Kirche,in der Kirche,42.59
in der Kirche,Kirche,42.59
Mannschaft,zu,42.52
zu,Mannschaft,42.52
22.,Am,42.47
Tor,Brandenburger Tor,42.47
Am,22.,42.47
Tor,Brandenburger,42.47
Brandenburger Tor,Tor,42.47
Spiele,Olympische Spiele,42.47
Brandenburger,Tor,42.47
Olympische Spiele,Spiele,42.47
Manning,Gefängnis,42.44
Gefängnis,Manning,42.44
mehr,keine,42.42
keine,mehr,42.42
ausgegeben,Geld,42.41
Geld,ausgegeben,42.41
nichts,Finanz-Amt,42.37
Finanz-Amt,nichts,42.37
Büchern,ihren,42.36
ihren,Büchern,42.36
Parlament,Europäischen Parlament,42.34
Europäischen Parlament,Parlament,42.34
hat,gesprochen,42.33
75,Jahre,42.33
gesprochen,hat,42.33
Jahre,75,42.33
und,und zwar,42.32
und zwar,und,42.32
der,Schweiz,42.29
Schweiz,der,42.29
Snowden,USA,42.25
USA,Snowden,42.25
um,um zu,42.23
um zu,um,42.23
Manager,Bahn,42.23
Bahn,Manager,42.23
Universität,an der,42.18
Tennis-Spieler,Welt,42.18
an der,Universität,42.18
damit,Mal,42.18
steht auf,Platz,42.18
Mal,damit,42.18
Welt,Tennis-Spieler,42.18
Platz,steht auf,42.18
unter Druck setzen,Streik,42.17
5. März,5.,42.17
VfL,Wolfsburg,42.17
Großer Preis,Das Rennen,42.17
lassen,sich,42.17
Wie lange,Wie,42.17
Wolfsburg,VfL,42.17
Wolfsburg,VfL Wolfsburg,42.17
VfL Wolfsburg,Wolfsburg,42.17
Das Rennen,Großer Preis,42.17
5.,5. März,42.17
Streik,unter Druck setzen,42.17
Wie,Wie lange,42.17
sich,lassen,42.17
18. Dezember,18.,42.17
18.,18. Dezember,42.17
Moderator,Tagesthemen,42.15
Ehe-Paare,dieselben Rechte,42.15
Tagesthemen,Moderator,42.15
Königin,Beatrix,42.15
viel Geld,wie viel,42.15
Ehe-Paare,dieselben,42.15
wie viel,viel Geld,42.15
Beatrix,Königin,42.15
dieselben Rechte,Ehe-Paare,42.15
dieselben,Ehe-Paare,42.15
ist,bekannt geworden,42.14
Abkürzung,ist,42.14
bekannt geworden,ist,42.14
ist,Abkürzung,42.14
Wort,benutzt,42.13
Auf,Seite,42.13
Seite,Auf,42.13
benutzt,Wort,42.13
erfolgreich,waren,42.12
waren,erfolgreich,42.12
viel Geld verdienen,viel Geld,42.1
Papst,Papst Benedikt,42.1
viel Geld,viel Geld verdienen,42.1
Papst Benedikt,Papst,42.1
aber,auch,42.09
auch,aber,42.09
besser geht,besser,41.98
besser,besser geht,41.98
Spiel,verloren,41.96
verloren,Spiel,41.96
gelten,für,41.94
für,gelten,41.94
Präsidenten,Ägypten,41.92
Ägypten,Präsidenten,41.92
können,Menschen,41.89
Menschen,können,41.89
in,diesem,41.88
diesem,in,41.88
andere,und,41.85
und,andere,41.85
passiert,genau,41.84
genau,passiert,41.84
Jupp Heynckes,Trainer,41.83
Jupp,Trainer,41.83
Trainer,Jupp,41.83
Trainer,Jupp Heynckes,41.83
können nicht,können,41.76
können,können nicht,41.76
rechnen,können,41.76
können,rechnen,41.76
Auto fahren,fahren,41.75
kein Mensch,kein,41.75
kein,kein Mensch,41.75
fahren,weiter fahren,41.75
2.,2. Mal,41.75
2. Mal,2.,41.75
weiter fahren,fahren,41.75
fahren,Auto fahren,41.75
Straße,gegangen,41.75
gegangen,Straße,41.75
und,sind,41.74
sind,und,41.74
die,Polizei,41.7
Polizei,die,41.7
war,früher,41.66
22. Oktober,22.,41.66
22.,22. Oktober,41.66
Webber,seinen,41.66
früher,war,41.66
seinen,Webber,41.66
dem,Krieg,41.65
Krieg,dem,41.65
total,Ich,41.64
Ich,total,41.64
heißen,und,41.56
und,heißen,41.56
nicht frei,ihre,41.54
ihre,nicht frei,41.54
in,Städten,41.49
Städten,in,41.49
Jahren,in,41.49
Ringen,Sport-Art,41.49
Sport-Art,Ringen,41.49
in,Jahren,41.49
bekannt,gegeben,41.47
WhatsApp,Facebook,41.47
gegeben,bekannt,41.47
Facebook,WhatsApp,41.47
ins,Ziel,41.45
Ziel,ins,41.45
weiß,genau,41.44
genau,weiß,41.44
Stunden lang,lang,41.42
lang,Stunden lang,41.42
“,Shokalskiy,41.41
Shokalskiy,“,41.41
Guardian,“,41.41
“,Guardian,41.41
dieser,Zeit,41.4
müssen,bezahlen,41.4
bezahlen,müssen,41.4
Zeit,dieser,41.4
Land,das,41.39
das,Land,41.39
Chef,neuen,41.38
neuen,Chef,41.38
aus der ganzen Welt,aus,41.36
aus,aus der ganzen Welt,41.36
Rede,wichtige,41.34
wichtige,Rede,41.34
Opern,Richard,41.33
Richard,Opern,41.33
bezahlt,wenig,41.33
wenig,bezahlt,41.33
Formel,in,41.29
in,Formel,41.29
nur,sondern,41.27
sondern,nur,41.27
Umwelt,für,41.25
für,Umwelt,41.25
Steuern,Reichen,41.23
zusammenarbeiten,mit,41.23
mit,zusammenarbeiten,41.23
mit,enger,41.23
seinen,Team-Kollegen,41.23
ärgern,sich,41.23
Reichen,Steuern,41.23
enger,mit,41.23
sich,ärgern,41.23
Team-Kollegen,seinen,41.23
Am,Mittwoch,41.21
Mittwoch,Am,41.21
Sporthallen,Schulen,41.2
Das Orchester,Orchester,41.2
Europa-Meister,Tisch-Tennis-National-Mannschaft,41.2
Peter,Peter Graf,41.2
Sänger,Der Sänger,41.2
Schulen,Sporthallen,41.2
Peter Graf,Peter,41.2
schwierig,sehr schwierig,41.2
Tisch-Tennis-National-Mannschaft,Europa-Meister,41.2
sehr schwierig,schwierig,41.2
Joachim Meisner,Meisner,41.2
Orchester,Das Orchester,41.2
Meisner,Joachim Meisner,41.2
Der Sänger,Sänger,41.2
Armbruster,Jörg,41.16
Chaos,Club,41.16
Aktion Mensch,Wahl-Lokale,41.16
teuer,zu,41.16
Club,Chaos,41.16
Jörg,Armbruster,41.16
Booten,Mittel-Meer,41.16
Mittel-Meer,Booten,41.16
zu,teuer,41.16
Wahl-Lokale,Aktion Mensch,41.16
Partei,Grüne Partei,41.13
Brüderle,FDP-Politiker,41.13
Kurzem,vor,41.13
Tieren,getestet,41.13
FDP-Politiker,Brüderle,41.13
vor,Kurzem,41.13
getestet,Tieren,41.13
Grüne Partei,Partei,41.13
Matthias,Platzeck,41.13
Platzeck,Matthias,41.13
Spiel,Champions,41.1
Champions,Spiel,41.1
steht,,,41.07
,,steht,41.07
im,Monat,41.06
Monat,im,41.06
CSU,Die Partei,41.03
Die Partei,CSU,41.03
Die Polizei,hat,41.02
hat,Die Polizei,41.02
berühmt,sehr,41.01
sehr,berühmt,41.01
heute,noch,40.99
leihen,Geld,40.99
Geld,leihen,40.99
noch,heute,40.99
„,nach,40.96
nach,„,40.96
Borussia,gespielt,40.93
gespielt,Borussia,40.93
mehr als 100,mehr als,40.89
mehr als,mehr als 100,40.89
dabei,sein,40.88
sein,dabei,40.88
Sportler,Gold-Medaillen,40.87
Welt-Meister,Mal,40.87
Gold-Medaillen,Sportler,40.87
Mal,Welt-Meister,40.87
muss,Gericht,40.74
Gericht,muss,40.74
Gefängnis,verurteilt,40.72
Gewerkschaft,Die,40.72
verurteilt,Gefängnis,40.72
Die,Gewerkschaft,40.72
einen,es,40.7
es,einen,40.7
wählen,neuen,40.69
neuen,wählen,40.69
Krieg,droht,40.68
droht,Krieg,40.68
Formel,Punkte,40.68
Punkte,Formel,40.68
weniger,Steuern,40.67
Spiel,League,40.67
Steuern,weniger,40.67
League,Spiel,40.67
entschieden,Das,40.66
Das,entschieden,40.66
meisten,bekommen,40.65
bekommen,meisten,40.65
jüdischen,Familien,40.64
Streit,In,40.64
vergeben,Golden Globes,40.64
Golden Globes,vergeben,40.64
vergeben,Globes,40.64
Thomas,Roth,40.64
Roth,Thomas,40.64
In,Streit,40.64
Familien,jüdischen,40.64
Globes,vergeben,40.64
Real,Verein,40.62
Verein,Real,40.62
hat,0,40.59
0,hat,40.59
dem Mars,auf,40.59
auf,dem Mars,40.59
Tagen,den,40.56
den,Tagen,40.56
Buch-Messe,Leipzig,40.55
Leipzig,Buch-Messe,40.55
der,an,40.53
an,der,40.53
an der,Macht,40.51
Macht,an der,40.51
Bei,Spielen,40.5
Spielen,Bei,40.5
sehr,sehr gefährlich,40.48
Prozent,bekommen,40.48
sehr,sehr oft,40.48
bekommen,Prozent,40.48
gehen,weiter gehen,40.48
sehr gefährlich,sehr,40.48
sehr oft,sehr,40.48
weiter gehen,gehen,40.48
gewonnen,Auto-Rennen,40.45
Auto-Rennen,gewonnen,40.45
Politik,,,40.4
,,Politik,40.4
eine große Feier,große,40.39
gegen,Verein,40.39
große,eine große Feier,40.39
weniger,immer weniger,40.39
immer weniger,weniger,40.39
große,Schönheit,40.39
Schönheit,große,40.39
Verein,gegen,40.39
Bombe,Zünder,40.37
Zünder,Bombe,40.37
12,Sklave,40.37
September,im,40.37
im,September,40.37
Sklave,12,40.37
vor ein Gericht stellen,stellen,40.37
stellen,vor ein Gericht stellen,40.37
so,so groß wie,40.36
so groß wie,so,40.36
wie früher,so,40.36
Turnier,gekommen,40.36
gekommen,Turnier,40.36
so,wie früher,40.36
anderen,aus,40.35
aus,anderen,40.35
kämpfen,Rebellen,40.32
Rebellen,kämpfen,40.32
Bei,Sportler,40.31
beste,Schauspielerin,40.31
Schauspielerin,beste,40.31
Sportler,Bei,40.31
Ich,ich,40.3
ich,Ich,40.3
Mittwoch,,,40.27
,,Mittwoch,40.27
Ägypten,in,40.27
in,Ägypten,40.27
Richard Wagner,Komponisten,40.26
Organe,spenden,40.26
Kiel,Handball-Meister,40.26
spenden,Organe,40.26
bis,lange,40.26
Richard Wagner,Komponist,40.26
lange,bis,40.26
Komponisten,Richard Wagner,40.26
Komponist,Richard Wagner,40.26
Handball-Meister,Kiel,40.26
überwachen,Geheim-Dienste,40.25
Manning,Geheimnisse,40.25
verbieten,NPD,40.25
NPD,verbieten,40.25
Geheimnisse,Manning,40.25
Geheim-Dienste,überwachen,40.25
Jahren,nächsten,40.13
nächsten,Jahren,40.13
Geld,,,40.09
,,Geld,40.09
wollen,herausfinden,40.07
herausfinden,wollen,40.07
eingesetzt,für,40.06
für,eingesetzt,40.06
nicht ganz,ganz,40.01
ganz normal,ganz,40.01
ganz,ganz normal,40.01
ganz,nicht ganz,40.01
Chaos Computer Club,Computer,39.99
Computer,Computer Club,39.99
Malern,berühmten,39.99
berühmten,Malern,39.99
Computer,Chaos Computer,39.99
Aufführungen,Theater,39.99
Computer,Chaos Computer Club,39.99
Chaos Computer,Computer,39.99
Theater,Aufführungen,39.99
Computer Club,Computer,39.99
Ich,„,39.96
„,Ich,39.96
bauen,Atom-Bomben,39.94
Atom-Bomben,bauen,39.94
1,Auto-Rennen,39.94
Im Dezember,2012,39.94
2012,Im Dezember,39.94
Auto-Rennen,1,39.94
Eisbären,Eishockey-Meister,39.92
Bildungs-Ministerin,Wanka,39.92
Eishockey-Meister,Eisbären,39.92
Raum-Fähre,Mond,39.92
Wanka,Bildungs-Ministerin,39.92
Bildungs-Ministerin,Johanna Wanka,39.92
Johanna Wanka,Bildungs-Ministerin,39.92
Mond,Raum-Fähre,39.92
Ländern,und,39.87
und,Ländern,39.87
aufgebaut,Schloss,39.84
Schloss,aufgebaut,39.84
geht,Film,39.83
Film,geht,39.83
Jeder,soll,39.82
nicht,fest,39.82
fest,nicht,39.82
soll,Jeder,39.82
Turnier,ins,39.77
ins,Turnier,39.77
Preise,bekommen,39.76
bekommen,Preise,39.76
bekommen,wenig,39.76
wenig,bekommen,39.76
September,22.,39.72
22.,September,39.72
Ende,zu,39.69
Ein,amerikanischer,39.69
zu,Ende,39.69
amerikanischer,Ein,39.69
zu,viel,39.68
wie,wie früher,39.68
wie früher,wie,39.68
so groß wie,wie,39.68
viel,zu,39.68
wie,so groß wie,39.68
Europa,Länder,39.66
Länder,Europa,39.66
wenn,auch wenn,39.65
den,und,39.65
und,den,39.65
auch wenn,wenn,39.65
fertig gebaut,fertig,39.64
länger,nicht länger,39.64
Haupt-Darstellerin,Schauspielerin,39.64
fertig,fertig gebaut,39.64
Fehler,viele Fehler,39.64
Trayvon,Martin,39.64
nicht länger,länger,39.64
Die Terroristen,Terroristen,39.64
viele Fehler,Fehler,39.64
Terroristen,Die Terroristen,39.64
Martin,Trayvon,39.64
Schauspielerin,Haupt-Darstellerin,39.64
in den letzten Jahren,in,39.63
in,in den letzten Jahren,39.63
nicht,sie,39.6
sie,nicht,39.6
Arbeitgeber,Gewerkschaften,39.58
Gewerkschaften,Arbeitgeber,39.58
Krise,steckt,39.58
steckt,Krise,39.58
Die,wollen,39.57
wollen,Die,39.57
oft,so oft,39.56
etwas,noch etwas,39.56
in der letzten Zeit,letzten,39.56
noch etwas,etwas,39.56
so oft,oft,39.56
letzten,in der letzten Zeit,39.56
Arsenal London,gegen,39.55
gegen,Arsenal London,39.55
Menschen,dass,39.51
dass,Menschen,39.51
über,den,39.5
Finanz-Minister,Schäuble,39.5
tut,weh,39.5
weh,tut,39.5
den,über,39.5
Schäuble,Finanz-Minister,39.5
Unternehmer,Rechnungen,39.5
Rechnungen,Unternehmer,39.5
fahren,nach,39.49
nach,fahren,39.49
Zeitungen,Fernseh-Sender,39.48
Fernseh-Sender,Zeitungen,39.48
In,letzten,39.46
letzten,In,39.46
Iran,Atom-Programm,39.45
Atom-Programm,Iran,39.45
jedes,findet,39.45
findet,jedes,39.45
enger,zusammen arbeiten,39.43
zusammen arbeiten,enger,39.43
ins,muss,39.42
muss,ins,39.42
Finale,Im,39.41
geschrieben,Bücher,39.41
Bücher,geschrieben,39.41
Im,Finale,39.41
weiter fahren,weiter,39.39
20.,August,39.39
weiter gehen,weiter,39.39
weiter,weiter gehen,39.39
weiter,weiter fahren,39.39
vorher,schon,39.39
August,20.,39.39
schon,vorher,39.39
USA,in dem,39.38
in dem,USA,39.38
aus,Mannschaften,39.37
Mannschaften,aus,39.37
politischen,seiner,39.35
seiner,politischen,39.35
Christian Wulff,Bundes-Präsident,39.34
Spiel,:,39.34
:,Spiel,39.34
Bundes-Präsident,Christian Wulff,39.34
ihrer,Schavan,39.33
Schavan,ihrer,39.33
ihrem,Vater,39.31
Vater,ihrem,39.31
Haupt-Stadt,von,39.31
Januar,2014,39.31
von,Haupt-Stadt,39.31
2014,Januar,39.31
Internet-Seite,nachrichtenleicht.de,39.3
