CDU,5
bekommen,4
Jahr,4
Präsident,4
Land,4
Mannschaft,4
gewonnen,4
zusammen,4
Ländern,4
CSU,3
Olympischen,3
Toren,3
Partei,3
mehr,3
gibt,3
finden,3
SPD,3
Merkel,3
sagte,3
Menschen,3
Geld,3
Welt,3
